colors,dress_type,skin_tone,is_match
blue,Nightdress,#B66B3E,1
green,Tshirts,#D2996C,1
brown,Shirts,#EBCCAB,0
black,Nightdress,#C37C4D,1
green,Lounge Pants,#8E4B32,0
green,Shorts,#C37C4D,0
black,Shirts,#C37C4D,1
white,Shirts,#EBCCAB,0
brown,Skirts,#EBCCAB,1
green,Tshirts,#EBCCAB,1
green,Shorts,#C37C4D,0
white,Tops,#C37C4D,0
white,Shorts,#C37C4D,0
white,Nightdress,#8E4B32,0
blue,Tshirts,#B66B3E,1
black,Shorts,#8E4B32,0
blue,Nightdress,#B66B3E,1
black,Tops,#C37C4D,1
brown,Shirts,#EBCCAB,0
black,Shorts,#B66B3E,0
black,Lounge Pants,#C37C4D,1
blue,Nightdress,#C37C4D,0
black,Tshirts,#B66B3E,1
green,Tops,#B66B3E,1
brown,Skirts,#B66B3E,1
black,Nightdress,#EBCCAB,0
white,Shirts,#D2996C,1
red,Track Pants,#EBCCAB,0
green,Lounge Pants,#B66B3E,1
green,Track Pants,#8E4B32,1
black,Skirts,#D2996C,1
blue,Shorts,#EBCCAB,0
white,Shorts,#8E4B32,1
green,Shorts,#C37C4D,0
black,Shirts,#B66B3E,1
white,Nightdress,#D2996C,1
brown,Nightdress,#EBCCAB,0
white,Tshirts,#C37C4D,1
red,Skirts,#C37C4D,1
green,Tshirts,#8E4B32,1
brown,Tshirts,#D2996C,0
blue,Lounge Pants,#D2996C,1
brown,Skirts,#B66B3E,0
green,Shirts,#8E4B32,1
green,Tshirts,#C37C4D,1
red,Shirts,#D2996C,0
red,Track Pants,#EBCCAB,1
white,Shorts,#B66B3E,1
black,Skirts,#C37C4D,1
white,Lounge Pants,#D2996C,1
brown,Track Pants,#B66B3E,1
black,Tshirts,#8E4B32,0
white,Nightdress,#D2996C,1
white,Nightdress,#EBCCAB,0
white,Tshirts,#C37C4D,1
green,Lounge Pants,#B66B3E,1
red,Nightdress,#8E4B32,1
brown,Shirts,#C37C4D,0
blue,Skirts,#B66B3E,0
white,Skirts,#B66B3E,0
brown,Tshirts,#8E4B32,0
black,Shirts,#B66B3E,0
red,Shirts,#D2996C,1
blue,Tshirts,#B66B3E,0
white,Tops,#C37C4D,0
black,Shirts,#8E4B32,0
red,Track Pants,#B66B3E,0
blue,Nightdress,#EBCCAB,1
blue,Lounge Pants,#8E4B32,1
blue,Track Pants,#8E4B32,1
black,Nightdress,#EBCCAB,0
green,Tshirts,#C37C4D,1
black,Shorts,#8E4B32,1
white,Tops,#C37C4D,0
white,Lounge Pants,#B66B3E,1
blue,Shirts,#EBCCAB,0
black,Track Pants,#EBCCAB,0
red,Tshirts,#8E4B32,0
blue,Shirts,#EBCCAB,0
red,Skirts,#EBCCAB,1
black,Tshirts,#8E4B32,1
green,Nightdress,#B66B3E,1
blue,Track Pants,#EBCCAB,1
black,Tshirts,#D2996C,0
brown,Skirts,#C37C4D,1
red,Tshirts,#8E4B32,1
blue,Lounge Pants,#EBCCAB,0
green,Tops,#B66B3E,1
black,Tshirts,#C37C4D,1
brown,Tshirts,#EBCCAB,0
brown,Shorts,#B66B3E,1
brown,Tops,#B66B3E,1
brown,Lounge Pants,#D2996C,1
black,Track Pants,#8E4B32,0
red,Tops,#8E4B32,1
white,Shirts,#EBCCAB,0
black,Skirts,#8E4B32,1
black,Shirts,#B66B3E,1
brown,Shorts,#C37C4D,1
white,Track Pants,#EBCCAB,1
black,Shirts,#B66B3E,1
white,Shorts,#C37C4D,0
green,Skirts,#8E4B32,0
red,Skirts,#C37C4D,1
red,Tshirts,#8E4B32,0
green,Lounge Pants,#B66B3E,1
red,Lounge Pants,#8E4B32,1
white,Tops,#EBCCAB,0
red,Shirts,#B66B3E,1
brown,Shorts,#B66B3E,1
black,Shorts,#EBCCAB,1
green,Tshirts,#EBCCAB,0
black,Lounge Pants,#EBCCAB,0
brown,Skirts,#D2996C,0
brown,Lounge Pants,#C37C4D,0
red,Shirts,#8E4B32,1
black,Shirts,#8E4B32,1
blue,Track Pants,#D2996C,1
green,Tops,#D2996C,0
black,Tops,#C37C4D,1
red,Track Pants,#C37C4D,1
brown,Skirts,#EBCCAB,1
red,Shirts,#B66B3E,0
brown,Shorts,#8E4B32,1
red,Tshirts,#D2996C,1
brown,Skirts,#D2996C,0
white,Lounge Pants,#EBCCAB,1
brown,Shorts,#B66B3E,0
red,Skirts,#D2996C,0
brown,Shorts,#B66B3E,0
black,Nightdress,#C37C4D,1
green,Skirts,#EBCCAB,0
green,Skirts,#B66B3E,0
blue,Nightdress,#D2996C,0
blue,Skirts,#D2996C,0
red,Skirts,#8E4B32,1
red,Lounge Pants,#EBCCAB,0
green,Track Pants,#8E4B32,1
brown,Track Pants,#8E4B32,0
green,Track Pants,#D2996C,1
green,Skirts,#C37C4D,0
blue,Tops,#EBCCAB,1
brown,Tshirts,#D2996C,0
green,Shorts,#EBCCAB,0
blue,Nightdress,#C37C4D,1
white,Shorts,#B66B3E,1
brown,Shorts,#C37C4D,0
red,Tops,#EBCCAB,1
green,Tops,#D2996C,1
brown,Tops,#D2996C,1
blue,Track Pants,#D2996C,0
brown,Lounge Pants,#B66B3E,0
brown,Shirts,#B66B3E,1
white,Lounge Pants,#EBCCAB,0
white,Shirts,#EBCCAB,0
blue,Nightdress,#D2996C,0
brown,Nightdress,#D2996C,1
black,Skirts,#EBCCAB,0
white,Tops,#C37C4D,0
black,Shirts,#EBCCAB,1
red,Lounge Pants,#C37C4D,1
black,Tshirts,#B66B3E,1
blue,Nightdress,#D2996C,1
white,Tshirts,#EBCCAB,1
white,Lounge Pants,#8E4B32,1
red,Tops,#B66B3E,1
blue,Shirts,#D2996C,0
blue,Skirts,#8E4B32,0
black,Tshirts,#B66B3E,1
red,Nightdress,#D2996C,0
red,Tops,#B66B3E,0
green,Tshirts,#8E4B32,0
blue,Tshirts,#C37C4D,0
black,Shorts,#EBCCAB,0
white,Track Pants,#D2996C,0
white,Tshirts,#D2996C,1
black,Skirts,#D2996C,0
blue,Lounge Pants,#D2996C,0
white,Tshirts,#8E4B32,0
blue,Skirts,#B66B3E,1
green,Shorts,#EBCCAB,0
brown,Shirts,#8E4B32,1
green,Lounge Pants,#C37C4D,1
brown,Nightdress,#B66B3E,1
green,Shirts,#8E4B32,0
white,Shorts,#8E4B32,1
white,Shorts,#8E4B32,0
brown,Tshirts,#B66B3E,0
blue,Skirts,#C37C4D,1
red,Shorts,#B66B3E,1
black,Lounge Pants,#C37C4D,1
red,Shorts,#C37C4D,1
white,Tshirts,#D2996C,1
brown,Shorts,#D2996C,0
black,Tshirts,#D2996C,1
green,Track Pants,#8E4B32,1
green,Nightdress,#8E4B32,1
brown,Tops,#D2996C,1
white,Tshirts,#B66B3E,1
black,Shirts,#D2996C,0
red,Lounge Pants,#D2996C,0
white,Tshirts,#C37C4D,0
blue,Tops,#D2996C,1
blue,Tops,#EBCCAB,1
white,Shirts,#C37C4D,1
black,Tshirts,#C37C4D,1
brown,Track Pants,#C37C4D,0
green,Lounge Pants,#C37C4D,0
brown,Skirts,#EBCCAB,1
blue,Tshirts,#C37C4D,1
white,Nightdress,#C37C4D,1
white,Tops,#EBCCAB,1
brown,Shorts,#B66B3E,0
black,Nightdress,#8E4B32,0
red,Tshirts,#8E4B32,1
blue,Nightdress,#C37C4D,1
black,Shirts,#C37C4D,0
red,Track Pants,#D2996C,1
brown,Skirts,#8E4B32,0
green,Lounge Pants,#8E4B32,0
green,Tshirts,#C37C4D,1
green,Tops,#8E4B32,1
brown,Track Pants,#B66B3E,0
black,Skirts,#8E4B32,1
green,Shirts,#D2996C,1
green,Shirts,#D2996C,1
black,Track Pants,#8E4B32,0
brown,Tops,#8E4B32,0
green,Tshirts,#EBCCAB,1
black,Tshirts,#C37C4D,1
red,Lounge Pants,#B66B3E,1
white,Track Pants,#D2996C,0
green,Tshirts,#B66B3E,0
blue,Tops,#D2996C,0
brown,Tshirts,#EBCCAB,0
white,Track Pants,#8E4B32,1
green,Track Pants,#D2996C,0
white,Skirts,#B66B3E,0
brown,Tshirts,#D2996C,1
blue,Lounge Pants,#B66B3E,1
green,Track Pants,#8E4B32,1
brown,Skirts,#B66B3E,1
white,Tops,#D2996C,0
green,Track Pants,#C37C4D,0
black,Nightdress,#EBCCAB,0
blue,Track Pants,#B66B3E,1
white,Shirts,#8E4B32,1
blue,Lounge Pants,#8E4B32,1
green,Lounge Pants,#C37C4D,0
green,Shirts,#EBCCAB,1
blue,Tops,#8E4B32,1
brown,Tshirts,#C37C4D,1
blue,Lounge Pants,#B66B3E,1
black,Track Pants,#D2996C,1
red,Tops,#C37C4D,1
brown,Nightdress,#C37C4D,1
blue,Shorts,#B66B3E,0
black,Lounge Pants,#D2996C,0
red,Shorts,#D2996C,1
brown,Tops,#B66B3E,0
green,Skirts,#B66B3E,0
red,Lounge Pants,#8E4B32,1
green,Shorts,#8E4B32,0
black,Shirts,#EBCCAB,0
green,Shorts,#C37C4D,0
blue,Shirts,#8E4B32,1
brown,Nightdress,#D2996C,1
white,Skirts,#EBCCAB,0
red,Shirts,#C37C4D,1
blue,Tshirts,#8E4B32,0
black,Shorts,#C37C4D,0
red,Lounge Pants,#EBCCAB,1
red,Lounge Pants,#8E4B32,0
blue,Skirts,#B66B3E,1
red,Shirts,#C37C4D,1
blue,Lounge Pants,#C37C4D,1
brown,Track Pants,#EBCCAB,1
white,Shorts,#B66B3E,0
red,Shirts,#B66B3E,1
brown,Lounge Pants,#B66B3E,0
blue,Nightdress,#C37C4D,1
black,Skirts,#C37C4D,1
green,Nightdress,#8E4B32,0
brown,Shirts,#8E4B32,0
white,Shirts,#D2996C,1
black,Shorts,#B66B3E,1
black,Lounge Pants,#B66B3E,1
white,Lounge Pants,#8E4B32,0
red,Tops,#B66B3E,1
brown,Tops,#B66B3E,1
brown,Shorts,#D2996C,0
brown,Shirts,#C37C4D,1
brown,Tshirts,#C37C4D,1
red,Nightdress,#EBCCAB,0
brown,Tops,#B66B3E,1
white,Shorts,#8E4B32,1
black,Shorts,#D2996C,1
black,Nightdress,#EBCCAB,0
blue,Lounge Pants,#8E4B32,0
brown,Track Pants,#B66B3E,0
white,Track Pants,#EBCCAB,1
red,Track Pants,#D2996C,1
red,Lounge Pants,#D2996C,0
white,Shirts,#8E4B32,1
blue,Track Pants,#EBCCAB,0
red,Lounge Pants,#D2996C,1
green,Shorts,#B66B3E,0
brown,Tops,#EBCCAB,1
black,Tshirts,#8E4B32,0
red,Shirts,#C37C4D,1
red,Tops,#D2996C,1
black,Skirts,#8E4B32,1
black,Tops,#D2996C,0
brown,Track Pants,#C37C4D,0
green,Shirts,#EBCCAB,1
blue,Shorts,#EBCCAB,1
white,Nightdress,#EBCCAB,1
blue,Skirts,#D2996C,1
green,Lounge Pants,#8E4B32,1
green,Tshirts,#C37C4D,1
blue,Track Pants,#B66B3E,1
brown,Tops,#C37C4D,0
brown,Track Pants,#C37C4D,0
green,Tops,#C37C4D,0
blue,Shirts,#EBCCAB,0
blue,Track Pants,#EBCCAB,1
blue,Shirts,#8E4B32,1
blue,Skirts,#D2996C,1
white,Nightdress,#B66B3E,0
green,Skirts,#D2996C,0
brown,Shorts,#EBCCAB,0
brown,Nightdress,#B66B3E,0
brown,Tshirts,#EBCCAB,0
white,Skirts,#8E4B32,0
black,Tshirts,#8E4B32,1
white,Lounge Pants,#8E4B32,0
white,Tops,#C37C4D,0
red,Track Pants,#B66B3E,0
black,Skirts,#C37C4D,1
green,Tshirts,#8E4B32,1
blue,Nightdress,#D2996C,0
red,Shirts,#D2996C,1
red,Skirts,#8E4B32,1
red,Tshirts,#C37C4D,0
blue,Skirts,#C37C4D,1
brown,Skirts,#C37C4D,0
blue,Shirts,#D2996C,0
brown,Tshirts,#C37C4D,0
brown,Track Pants,#B66B3E,0
black,Skirts,#B66B3E,0
black,Lounge Pants,#EBCCAB,0
red,Nightdress,#D2996C,0
green,Lounge Pants,#8E4B32,0
green,Tshirts,#C37C4D,0
blue,Shorts,#C37C4D,0
blue,Tshirts,#C37C4D,1
black,Nightdress,#EBCCAB,0
green,Track Pants,#8E4B32,0
red,Lounge Pants,#D2996C,1
brown,Track Pants,#C37C4D,1
green,Tops,#8E4B32,1
red,Shirts,#8E4B32,0
brown,Track Pants,#EBCCAB,0
red,Shorts,#8E4B32,1
black,Nightdress,#EBCCAB,1
blue,Tops,#D2996C,1
brown,Nightdress,#8E4B32,0
green,Tops,#C37C4D,0
red,Nightdress,#EBCCAB,0
brown,Shorts,#EBCCAB,0
blue,Shorts,#C37C4D,0
red,Shirts,#D2996C,1
red,Shirts,#C37C4D,0
white,Shorts,#B66B3E,0
red,Lounge Pants,#C37C4D,0
red,Tops,#8E4B32,1
blue,Tops,#B66B3E,1
red,Tshirts,#C37C4D,1
black,Skirts,#8E4B32,1
green,Skirts,#C37C4D,1
black,Lounge Pants,#8E4B32,1
brown,Tshirts,#B66B3E,1
brown,Shorts,#EBCCAB,1
red,Tshirts,#C37C4D,0
green,Skirts,#8E4B32,0
black,Shorts,#8E4B32,1
brown,Nightdress,#EBCCAB,0
white,Lounge Pants,#8E4B32,1
black,Lounge Pants,#B66B3E,0
black,Lounge Pants,#EBCCAB,1
blue,Lounge Pants,#D2996C,0
brown,Skirts,#D2996C,1
black,Nightdress,#EBCCAB,1
green,Track Pants,#C37C4D,0
brown,Track Pants,#8E4B32,0
black,Shirts,#B66B3E,1
brown,Tops,#C37C4D,0
green,Lounge Pants,#8E4B32,0
white,Shorts,#D2996C,1
white,Skirts,#EBCCAB,1
black,Tops,#C37C4D,0
white,Tshirts,#C37C4D,0
red,Tshirts,#B66B3E,0
white,Shorts,#EBCCAB,0
red,Shorts,#EBCCAB,1
brown,Skirts,#EBCCAB,1
white,Tshirts,#D2996C,0
black,Shorts,#8E4B32,1
blue,Shorts,#EBCCAB,0
red,Shirts,#EBCCAB,0
brown,Shorts,#B66B3E,1
brown,Shorts,#C37C4D,1
black,Shorts,#D2996C,1
green,Nightdress,#B66B3E,0
white,Nightdress,#C37C4D,0
red,Tshirts,#B66B3E,0
green,Tops,#D2996C,1
brown,Tshirts,#EBCCAB,1
blue,Shorts,#C37C4D,1
brown,Shorts,#D2996C,1
brown,Shorts,#EBCCAB,0
white,Skirts,#D2996C,1
black,Track Pants,#D2996C,0
green,Shirts,#EBCCAB,0
red,Shorts,#C37C4D,0
brown,Tshirts,#8E4B32,0
red,Track Pants,#B66B3E,1
white,Shirts,#C37C4D,0
blue,Tops,#8E4B32,0
green,Skirts,#EBCCAB,1
black,Nightdress,#C37C4D,0
red,Tops,#8E4B32,1
white,Shorts,#D2996C,0
green,Skirts,#C37C4D,1
black,Skirts,#B66B3E,1
brown,Lounge Pants,#C37C4D,0
blue,Tops,#D2996C,1
black,Tops,#D2996C,1
green,Tshirts,#B66B3E,0
blue,Nightdress,#C37C4D,1
black,Shirts,#EBCCAB,0
black,Track Pants,#EBCCAB,1
white,Tshirts,#D2996C,0
black,Tops,#C37C4D,0
white,Track Pants,#B66B3E,1
black,Tshirts,#C37C4D,0
white,Lounge Pants,#EBCCAB,1
red,Skirts,#C37C4D,1
red,Shorts,#C37C4D,1
blue,Track Pants,#EBCCAB,0
green,Skirts,#C37C4D,0
brown,Tops,#D2996C,1
red,Tshirts,#D2996C,1
red,Tshirts,#EBCCAB,1
green,Nightdress,#EBCCAB,0
brown,Track Pants,#EBCCAB,1
blue,Tops,#C37C4D,1
black,Nightdress,#B66B3E,1
blue,Shirts,#8E4B32,1
red,Nightdress,#EBCCAB,1
red,Shirts,#B66B3E,1
blue,Nightdress,#C37C4D,1
brown,Skirts,#C37C4D,1
brown,Track Pants,#D2996C,1
black,Shorts,#C37C4D,0
green,Lounge Pants,#D2996C,0
blue,Tshirts,#8E4B32,1
red,Shorts,#B66B3E,1
blue,Tops,#B66B3E,1
red,Tshirts,#C37C4D,0
white,Tops,#8E4B32,0
green,Nightdress,#8E4B32,0
red,Lounge Pants,#EBCCAB,1
green,Track Pants,#B66B3E,1
blue,Tops,#8E4B32,1
black,Shirts,#EBCCAB,0
black,Nightdress,#B66B3E,1
blue,Tshirts,#8E4B32,1
blue,Shorts,#EBCCAB,0
green,Track Pants,#8E4B32,0
blue,Shorts,#C37C4D,0
blue,Tshirts,#8E4B32,0
brown,Shorts,#D2996C,1
green,Nightdress,#C37C4D,1
black,Track Pants,#8E4B32,0
red,Track Pants,#B66B3E,1
green,Lounge Pants,#8E4B32,0
brown,Track Pants,#D2996C,0
white,Lounge Pants,#B66B3E,0
white,Shirts,#8E4B32,0
brown,Shirts,#C37C4D,1
white,Track Pants,#D2996C,0
green,Shirts,#B66B3E,1
white,Shirts,#D2996C,0
white,Tshirts,#8E4B32,0
brown,Tops,#D2996C,0
black,Track Pants,#8E4B32,1
blue,Nightdress,#D2996C,1
brown,Nightdress,#D2996C,1
blue,Shirts,#B66B3E,1
green,Tops,#D2996C,1
black,Skirts,#8E4B32,1
blue,Tshirts,#D2996C,1
white,Tshirts,#C37C4D,1
brown,Shirts,#B66B3E,1
blue,Track Pants,#B66B3E,0
brown,Shorts,#C37C4D,0
brown,Shirts,#D2996C,0
black,Shirts,#D2996C,1
black,Skirts,#D2996C,1
green,Track Pants,#EBCCAB,0
white,Lounge Pants,#B66B3E,1
green,Track Pants,#D2996C,0
green,Tshirts,#8E4B32,1
blue,Tops,#8E4B32,0
green,Tops,#EBCCAB,1
blue,Tops,#D2996C,1
black,Tshirts,#EBCCAB,0
white,Nightdress,#C37C4D,0
white,Tshirts,#B66B3E,1
blue,Shorts,#C37C4D,0
green,Tshirts,#EBCCAB,0
red,Shirts,#C37C4D,1
red,Skirts,#EBCCAB,0
blue,Skirts,#8E4B32,1
white,Nightdress,#C37C4D,1
blue,Lounge Pants,#D2996C,1
brown,Track Pants,#C37C4D,0
black,Nightdress,#C37C4D,1
red,Tshirts,#8E4B32,0
black,Skirts,#B66B3E,0
green,Tshirts,#B66B3E,1
red,Nightdress,#EBCCAB,0
brown,Skirts,#8E4B32,1
red,Tshirts,#8E4B32,1
brown,Shirts,#D2996C,0
black,Shirts,#8E4B32,0
red,Skirts,#B66B3E,1
brown,Skirts,#D2996C,0
green,Shirts,#EBCCAB,1
white,Skirts,#8E4B32,0
blue,Shirts,#C37C4D,0
green,Skirts,#D2996C,1
brown,Skirts,#8E4B32,1
black,Shirts,#EBCCAB,1
green,Track Pants,#EBCCAB,0
white,Skirts,#D2996C,1
blue,Tshirts,#EBCCAB,1
blue,Skirts,#C37C4D,1
black,Shorts,#EBCCAB,0
blue,Shirts,#EBCCAB,0
red,Tops,#B66B3E,0
blue,Tops,#8E4B32,0
white,Shirts,#EBCCAB,0
red,Nightdress,#D2996C,1
red,Track Pants,#8E4B32,1
red,Tshirts,#B66B3E,1
blue,Nightdress,#EBCCAB,0
blue,Tops,#B66B3E,0
red,Nightdress,#C37C4D,1
black,Shirts,#C37C4D,0
blue,Nightdress,#EBCCAB,1
white,Nightdress,#C37C4D,0
blue,Tops,#EBCCAB,0
green,Track Pants,#8E4B32,0
blue,Track Pants,#EBCCAB,1
red,Shirts,#EBCCAB,1
red,Skirts,#D2996C,0
blue,Track Pants,#C37C4D,0
black,Skirts,#EBCCAB,0
brown,Lounge Pants,#B66B3E,1
brown,Tshirts,#D2996C,1
red,Track Pants,#C37C4D,1
green,Tops,#D2996C,1
brown,Lounge Pants,#EBCCAB,1
white,Nightdress,#8E4B32,0
blue,Shorts,#B66B3E,1
blue,Shirts,#EBCCAB,0
green,Lounge Pants,#B66B3E,1
red,Tops,#8E4B32,0
white,Nightdress,#EBCCAB,1
black,Shirts,#8E4B32,1
white,Skirts,#C37C4D,0
black,Lounge Pants,#C37C4D,0
green,Shorts,#B66B3E,0
brown,Tshirts,#D2996C,1
green,Shirts,#B66B3E,1
blue,Tshirts,#D2996C,1
brown,Nightdress,#C37C4D,0
black,Tshirts,#B66B3E,1
black,Tshirts,#8E4B32,1
red,Shorts,#EBCCAB,1
white,Tshirts,#B66B3E,0
red,Tshirts,#EBCCAB,1
white,Shorts,#EBCCAB,0
brown,Skirts,#EBCCAB,0
black,Track Pants,#8E4B32,0
brown,Skirts,#C37C4D,1
red,Nightdress,#D2996C,1
white,Nightdress,#8E4B32,0
blue,Track Pants,#EBCCAB,0
black,Lounge Pants,#D2996C,1
blue,Tshirts,#C37C4D,1
blue,Shorts,#EBCCAB,0
red,Tops,#C37C4D,1
green,Tops,#EBCCAB,1
blue,Skirts,#B66B3E,0
black,Lounge Pants,#8E4B32,1
black,Shorts,#B66B3E,1
brown,Skirts,#D2996C,1
black,Shirts,#C37C4D,1
black,Tshirts,#B66B3E,0
blue,Nightdress,#8E4B32,1
brown,Tshirts,#C37C4D,0
red,Lounge Pants,#D2996C,0
black,Tops,#B66B3E,1
blue,Nightdress,#D2996C,1
red,Shorts,#C37C4D,0
red,Tshirts,#C37C4D,0
red,Shirts,#C37C4D,1
brown,Skirts,#B66B3E,1
green,Skirts,#8E4B32,0
green,Track Pants,#EBCCAB,0
red,Lounge Pants,#8E4B32,1
black,Skirts,#C37C4D,0
black,Tshirts,#B66B3E,1
blue,Tops,#B66B3E,0
blue,Tops,#EBCCAB,1
brown,Nightdress,#C37C4D,1
brown,Shorts,#B66B3E,0
blue,Nightdress,#D2996C,1
green,Tshirts,#C37C4D,0
green,Tops,#EBCCAB,0
white,Tshirts,#B66B3E,0
blue,Shorts,#D2996C,1
brown,Tops,#B66B3E,0
white,Tshirts,#C37C4D,0
white,Shirts,#C37C4D,0
red,Nightdress,#8E4B32,1
brown,Tshirts,#EBCCAB,1
brown,Skirts,#B66B3E,0
green,Nightdress,#C37C4D,1
red,Tops,#D2996C,1
black,Tops,#8E4B32,1
red,Lounge Pants,#B66B3E,1
blue,Nightdress,#EBCCAB,0
red,Track Pants,#D2996C,1
white,Tops,#8E4B32,0
blue,Tops,#EBCCAB,1
black,Track Pants,#C37C4D,0
brown,Tops,#8E4B32,0
blue,Lounge Pants,#EBCCAB,1
green,Tops,#8E4B32,1
white,Lounge Pants,#8E4B32,1
red,Shorts,#8E4B32,0
white,Shorts,#B66B3E,0
white,Tshirts,#EBCCAB,0
red,Track Pants,#C37C4D,0
black,Shorts,#C37C4D,0
white,Tshirts,#D2996C,1
green,Nightdress,#C37C4D,1
green,Nightdress,#C37C4D,0
white,Shirts,#B66B3E,1
white,Tshirts,#B66B3E,1
blue,Tshirts,#D2996C,1
red,Lounge Pants,#B66B3E,1
blue,Tshirts,#EBCCAB,1
black,Skirts,#EBCCAB,1
blue,Lounge Pants,#8E4B32,0
brown,Skirts,#8E4B32,1
black,Tops,#D2996C,1
green,Tshirts,#D2996C,0
blue,Shirts,#EBCCAB,0
red,Shorts,#EBCCAB,1
brown,Tshirts,#B66B3E,0
blue,Nightdress,#EBCCAB,1
brown,Track Pants,#C37C4D,0
white,Shirts,#EBCCAB,1
green,Shirts,#B66B3E,0
white,Tops,#EBCCAB,0
brown,Shorts,#8E4B32,0
white,Shorts,#EBCCAB,1
blue,Track Pants,#D2996C,1
black,Tops,#D2996C,0
black,Shirts,#D2996C,1
white,Shirts,#B66B3E,1
white,Tops,#D2996C,1
white,Skirts,#EBCCAB,1
red,Nightdress,#D2996C,1
green,Track Pants,#8E4B32,1
black,Tshirts,#8E4B32,1
white,Skirts,#EBCCAB,1
white,Tshirts,#C37C4D,0
blue,Nightdress,#B66B3E,1
red,Track Pants,#B66B3E,1
green,Lounge Pants,#C37C4D,1
brown,Tops,#D2996C,1
blue,Tops,#B66B3E,1
brown,Shirts,#D2996C,1
white,Tshirts,#8E4B32,1
red,Tops,#8E4B32,0
white,Shirts,#D2996C,0
white,Tops,#C37C4D,0
red,Tops,#C37C4D,1
black,Shorts,#B66B3E,1
white,Tshirts,#B66B3E,0
white,Shorts,#C37C4D,0
black,Tops,#D2996C,1
black,Skirts,#D2996C,1
white,Shirts,#EBCCAB,0
white,Shorts,#B66B3E,1
blue,Tops,#D2996C,0
black,Shorts,#D2996C,1
white,Nightdress,#8E4B32,1
green,Track Pants,#D2996C,0
black,Tshirts,#B66B3E,1
green,Track Pants,#B66B3E,0
white,Shorts,#D2996C,0
black,Lounge Pants,#B66B3E,1
brown,Tshirts,#EBCCAB,1
white,Nightdress,#D2996C,1
red,Track Pants,#D2996C,1
brown,Track Pants,#D2996C,0
blue,Track Pants,#B66B3E,1
red,Tshirts,#B66B3E,1
white,Lounge Pants,#C37C4D,0
blue,Nightdress,#B66B3E,1
white,Nightdress,#8E4B32,1
green,Lounge Pants,#8E4B32,0
brown,Nightdress,#D2996C,1
green,Tops,#D2996C,1
green,Tops,#8E4B32,0
blue,Skirts,#EBCCAB,0
green,Tops,#D2996C,0
red,Shorts,#8E4B32,1
red,Shirts,#D2996C,0
blue,Tshirts,#B66B3E,1
black,Tops,#EBCCAB,0
white,Tops,#EBCCAB,1
white,Shorts,#B66B3E,1
red,Track Pants,#D2996C,1
green,Nightdress,#D2996C,1
white,Lounge Pants,#EBCCAB,0
green,Nightdress,#8E4B32,0
red,Nightdress,#D2996C,0
red,Lounge Pants,#EBCCAB,1
red,Shorts,#C37C4D,0
black,Shirts,#EBCCAB,0
white,Tshirts,#8E4B32,1
white,Skirts,#8E4B32,1
blue,Track Pants,#8E4B32,1
white,Nightdress,#EBCCAB,1
white,Skirts,#EBCCAB,1
white,Skirts,#C37C4D,1
green,Tops,#D2996C,1
green,Nightdress,#C37C4D,1
green,Tshirts,#D2996C,1
white,Nightdress,#8E4B32,0
black,Shirts,#EBCCAB,1
black,Tshirts,#C37C4D,0
blue,Skirts,#B66B3E,0
white,Tops,#EBCCAB,0
black,Shirts,#8E4B32,0
white,Track Pants,#EBCCAB,1
red,Shirts,#EBCCAB,0
red,Track Pants,#C37C4D,1
blue,Nightdress,#C37C4D,0
white,Skirts,#D2996C,1
green,Nightdress,#B66B3E,1
blue,Lounge Pants,#B66B3E,0
green,Shirts,#8E4B32,0
blue,Tops,#D2996C,1
red,Nightdress,#8E4B32,0
white,Shirts,#8E4B32,0
white,Track Pants,#EBCCAB,0
blue,Tops,#EBCCAB,1
white,Lounge Pants,#EBCCAB,0
blue,Skirts,#D2996C,1
white,Skirts,#8E4B32,1
green,Tops,#B66B3E,1
red,Shirts,#C37C4D,0
red,Shorts,#EBCCAB,1
blue,Tshirts,#B66B3E,0
red,Nightdress,#B66B3E,0
brown,Tshirts,#C37C4D,1
red,Shorts,#C37C4D,1
green,Nightdress,#8E4B32,1
blue,Nightdress,#EBCCAB,1
green,Lounge Pants,#EBCCAB,1
green,Tops,#8E4B32,0
green,Skirts,#C37C4D,0
green,Tops,#C37C4D,1
green,Lounge Pants,#8E4B32,0
red,Skirts,#D2996C,1
white,Nightdress,#EBCCAB,1
red,Shorts,#EBCCAB,0
white,Tops,#D2996C,1
white,Shorts,#C37C4D,0
blue,Skirts,#B66B3E,1
brown,Skirts,#EBCCAB,1
blue,Track Pants,#EBCCAB,0
brown,Shorts,#EBCCAB,0
black,Tops,#D2996C,1
red,Shorts,#8E4B32,0
brown,Skirts,#B66B3E,1
black,Shorts,#B66B3E,0
brown,Tshirts,#8E4B32,1
red,Skirts,#C37C4D,1
green,Tshirts,#8E4B32,0
blue,Tshirts,#D2996C,1
black,Shorts,#8E4B32,0
green,Lounge Pants,#C37C4D,0
red,Skirts,#B66B3E,0
blue,Tshirts,#D2996C,1
white,Lounge Pants,#C37C4D,1
black,Lounge Pants,#8E4B32,0
blue,Shirts,#B66B3E,0
white,Nightdress,#EBCCAB,0
blue,Tshirts,#C37C4D,0
brown,Shorts,#EBCCAB,0
blue,Shirts,#D2996C,0
red,Skirts,#EBCCAB,1
red,Skirts,#B66B3E,0
blue,Shirts,#EBCCAB,0
red,Track Pants,#B66B3E,1
